,src_ip,src_port,dst_ip,dst_port,protocol,bidirectional_packets,bidirectional_bytes,application_name
0,48.180.74.132,63295,35.149.162.105,445,6,1,66,SMBv23
1,97.89.82.86,25,51.113.221.104,2058,6,1,64,SMTP
2,97.89.91.159,50609,47.164.167.235,80,6,1,78,HTTP
3,97.89.91.159,50611,43.233.255.83,80,6,5,802,HTTP
4,145.215.249.17,4772,97.89.82.86,25,6,3,1600,SMTP
5,144.233.26.61,1232,97.89.82.86,25,6,2,209,Unknown
6,130.203.237.197,80,97.89.91.159,50590,6,8,6032,HTTP
7,132.77.120.147,2642,97.89.212.60,25,6,1,64,SMTP
8,62.14.237.70,22,97.89.198.74,39119,6,2,668,SSH
9,131.210.54.8,80,97.89.91.159,50294,6,2,140,HTTP
10,228.121.114.48,2928,97.89.128.237,1855,6,1,544,Unknown
11,42.39.64.116,80,97.89.91.159,50607,6,1,195,Unknown
12,97.89.18.118,0,42.39.245.251,0,50,1,202,Unknown
13,251.195.155.180,1727,97.89.204.109,445,6,1,66,SMBv23
14,35.149.167.125,15282,35.218.228.241,53,17,2,191,Unknown
15,32.116.245.197,80,97.89.91.159,50437,6,6,3927,HTTP
16,51.120.21.42,1760,97.89.82.86,25,6,2,891,SMTP
17,42.39.64.116,80,97.89.91.159,50604,6,7,1263,HTTP
18,132.92.129.247,2582,97.89.212.60,25,6,3,200,SMTP
19,44.185.198.92,53,97.89.80.51,53,17,1,91,Unknown
20,129.81.161.36,2805,97.89.82.86,25,6,1,95,Unknown
21,62.142.121.226,2650,97.89.91.150,443,6,4,1846,TLS
22,53.237.254.131,2009,97.89.82.86,25,6,1,64,SMTP
23,51.1.160.192,3017,97.89.225.174,2745,6,1,66,Unknown
24,97.89.91.150,443,42.70.121.212,3043,6,2,353,TLS
25,97.89.82.86,25,41.78.243.77,4134,6,1,112,Unknown
26,51.167.246.203,63018,97.89.91.150,443,6,1,64,TLS
27,97.89.91.159,50543,128.209.181.205,80,6,1,513,Unknown
28,251.219.237.118,2285,97.89.212.60,25,6,1,64,SMTP
29,49.165.179.203,2559,97.89.82.86,25,6,1,64,SMTP
30,127.138.156.188,32802,97.89.80.51,53,17,3,267,Unknown
31,43.105.125.131,60882,97.89.169.77,80,6,2,1521,Unknown
32,144.118.166.9,113,97.89.82.86,59690,6,1,70,Unknown
33,133.76.90.220,4960,97.89.168.148,3127,6,1,66,Unknown
34,97.89.91.159,50610,43.105.117.107,80,6,4,821,HTTP
35,97.89.91.159,50612,62.9.192.229,80,6,1,78,HTTP
36,42.39.191.253,80,97.89.91.159,50462,6,11,4815,HTTP
37,43.95.2.115,4443,97.89.82.86,25,6,1,64,SMTP
38,47.82.227.34,4070,97.89.212.60,25,6,3,237,SMTP
39,97.89.212.60,25,51.112.113.103,2656,6,1,76,Unknown
40,42.77.244.86,80,97.89.169.67,17113,6,1,1438,Unknown
41,42.78.192.233,1292,97.89.82.86,25,6,1,64,SMTP
42,51.166.171.186,11852,97.89.91.159,123,17,1,94,Unknown
43,42.39.64.116,80,97.89.91.159,50605,6,4,815,HTTP
44,0.0.144.101,0,49.7.231.123,0,124,1,1196,Unknown
45,0.0.144.101,0,49.14.231.123,0,124,1,1196,Unknown
46,0.0.144.101,0,49.21.231.123,0,124,1,1237,Unknown
47,0.0.144.101,0,49.28.231.123,0,124,1,1237,Unknown
48,0.0.144.120,0,141.2.83.192,0,124,1,114,Unknown
49,0.0.144.101,0,49.35.231.123,0,124,1,1237,Unknown
50,0.0.144.229,0,49.39.231.123,0,124,1,1237,Unknown
51,0.0.144.101,0,49.42.231.123,0,124,1,1225,Unknown
52,0.0.144.101,0,49.49.231.123,0,124,1,1225,Unknown
53,0.0.144.101,0,49.56.231.123,0,124,1,1225,Unknown
54,0.0.144.120,0,141.9.83.192,0,124,1,124,Unknown
55,0.0.144.101,0,49.68.231.124,0,124,1,1196,Unknown
56,0.0.144.101,0,49.75.231.124,0,124,1,1196,Unknown
57,0.0.144.101,0,49.82.231.124,0,124,1,1197,Unknown
58,0.0.144.101,0,49.89.231.124,0,124,1,1199,Unknown
59,0.0.144.120,0,141.16.83.192,0,124,1,114,Unknown
60,0.0.144.101,0,49.96.231.124,0,124,1,1199,Unknown
61,0.0.144.101,0,49.103.231.124,0,124,1,1199,Unknown
62,0.0.144.101,0,49.110.231.124,0,124,1,1200,Unknown
63,0.0.144.101,0,49.117.231.124,0,124,1,1207,Unknown
64,0.0.144.101,0,49.124.231.124,0,124,1,1207,Unknown
65,0.0.144.120,0,141.23.83.192,0,124,1,109,Unknown
66,0.0.144.101,0,49.131.231.124,0,124,1,1207,Unknown
67,0.0.144.101,0,49.138.231.124,0,124,1,76,Unknown
68,0.0.144.101,0,49.145.231.124,0,124,1,1216,Unknown
69,0.0.144.101,0,49.152.231.124,0,124,1,1216,Unknown
70,0.0.144.101,0,49.159.231.124,0,124,1,1217,Unknown
71,0.0.144.120,0,141.30.83.192,0,124,1,109,Unknown
72,0.0.144.101,0,49.166.231.124,0,124,1,1196,Unknown
73,0.0.144.101,0,49.173.231.124,0,124,1,1197,Unknown
74,0.0.144.101,0,49.180.231.124,0,124,1,1197,Unknown
75,0.0.144.101,0,49.194.231.124,0,124,1,1233,Unknown
76,0.0.144.120,0,141.37.83.192,0,124,1,109,Unknown
77,0.0.144.101,0,49.201.231.124,0,124,1,1234,Unknown
78,0.0.144.101,0,49.208.231.124,0,124,1,1234,Unknown
79,0.0.144.101,0,49.213.231.125,0,124,1,1226,Unknown
80,0.0.144.101,0,49.220.231.125,0,124,1,1227,Unknown
81,0.0.144.101,0,49.227.231.125,0,124,1,1227,Unknown
82,0.0.144.120,0,141.44.83.192,0,124,1,109,Unknown
83,0.0.144.101,0,49.234.231.125,0,124,1,1227,Unknown
84,0.0.144.101,0,49.241.231.125,0,124,1,1227,Unknown
85,0.0.144.101,0,49.248.231.125,0,124,1,1227,Unknown
86,0.0.144.101,0,49.8.231.123,0,124,1,1196,Unknown
87,0.0.144.101,0,49.15.231.123,0,124,1,1196,Unknown
88,0.0.144.101,0,49.255.231.125,0,124,1,1227,Unknown
89,0.0.144.101,0,50.1.231.125,0,124,1,1227,Unknown
90,0.0.144.101,0,49.6.231.123,0,124,1,1196,Unknown
91,0.0.144.120,0,141.51.83.192,0,124,1,109,Unknown
92,0.0.144.101,0,49.13.231.123,0,124,1,1196,Unknown
93,0.0.144.101,0,50.8.231.125,0,124,1,1219,Unknown
94,0.0.144.101,0,49.20.231.123,0,124,1,1237,Unknown
95,0.0.144.101,0,50.15.231.125,0,124,1,1219,Unknown
96,0.0.144.120,0,140.255.83.192,0,124,1,134,Unknown
97,0.0.144.101,0,50.22.231.125,0,124,1,1219,Unknown
98,0.0.144.101,0,50.36.231.125,0,124,1,1203,Unknown
99,0.0.144.120,0,141.58.83.192,0,124,1,109,Unknown
100,0.0.144.101,0,50.43.231.125,0,124,1,1203,Unknown
101,0.0.144.101,0,50.50.231.125,0,124,1,1203,Unknown
102,0.0.144.229,0,50.54.231.125,0,124,1,1203,Unknown
103,0.0.144.101,0,50.57.231.125,0,124,1,1223,Unknown
104,0.0.144.120,0,141.63.83.193,0,124,1,109,Unknown
105,0.0.144.101,0,50.64.231.125,0,124,1,1223,Unknown
106,0.0.144.101,0,50.71.231.125,0,124,1,1223,Unknown
107,0.0.144.101,0,50.85.231.125,0,124,1,1220,Unknown
108,0.0.144.120,0,141.70.83.193,0,124,1,109,Unknown
109,0.0.144.101,0,50.92.231.125,0,124,1,1220,Unknown
110,0.0.144.101,0,50.99.231.125,0,124,1,1220,Unknown
111,0.0.144.101,0,50.106.231.125,0,124,1,1222,Unknown
112,0.0.144.101,0,50.113.231.125,0,124,1,1222,Unknown
113,0.0.144.101,0,50.120.231.125,0,124,1,1223,Unknown
114,0.0.144.120,0,141.77.83.193,0,124,1,109,Unknown
115,0.0.144.101,0,50.132.231.126,0,124,1,1197,Unknown
116,0.0.144.101,0,50.139.231.126,0,124,1,1197,Unknown
117,0.0.144.101,0,50.146.231.126,0,124,1,1197,Unknown
118,0.0.144.229,0,50.150.231.126,0,124,1,1198,Unknown
119,0.0.144.101,0,50.153.231.126,0,124,1,1191,Unknown
120,0.0.144.101,0,49.22.231.123,0,124,1,1237,Unknown
121,0.0.144.101,0,49.29.231.123,0,124,1,1237,Unknown
122,0.0.144.101,0,49.27.231.123,0,124,1,1237,Unknown
123,0.0.144.101,0,49.36.231.123,0,124,1,1237,Unknown
124,0.0.144.120,0,141.1.83.192,0,124,1,116,Unknown
125,0.0.144.120,0,141.3.83.192,0,124,1,120,Unknown
126,0.0.144.101,0,49.34.231.123,0,124,1,1237,Unknown
127,0.0.144.101,0,49.43.231.123,0,124,1,1225,Unknown
128,0.0.144.120,0,141.242.83.195,0,8,1,109,Unknown
129,0.0.144.120,0,141.249.83.195,0,8,1,109,Unknown
130,0.0.144.101,0,49.50.231.123,0,124,1,1225,Unknown
131,0.0.144.101,0,49.41.231.123,0,124,1,1225,Unknown
132,0.0.144.120,0,142.2.83.195,0,8,1,109,Unknown
133,0.0.144.101,0,49.57.231.123,0,124,1,1225,Unknown
134,0.0.144.120,0,142.9.83.195,0,8,1,109,Unknown
135,0.0.144.101,0,49.48.231.123,0,124,1,1225,Unknown
136,0.0.144.120,0,141.10.83.192,0,124,1,114,Unknown
137,0.0.144.120,0,142.14.83.196,0,8,1,109,Unknown
138,0.0.144.101,0,49.55.231.123,0,124,1,1225,Unknown
139,0.0.144.101,0,49.69.231.124,0,124,1,1196,Unknown
140,0.0.144.120,0,142.21.83.196,0,8,1,109,Unknown
141,0.0.144.101,0,49.76.231.124,0,124,1,1197,Unknown
142,0.0.144.120,0,141.8.83.192,0,124,1,117,Unknown
143,0.0.144.120,0,142.28.83.196,0,8,1,109,Unknown
144,0.0.144.101,0,49.83.231.124,0,124,1,1197,Unknown
145,0.0.144.101,0,49.67.231.124,0,124,1,1196,Unknown
146,0.0.144.120,0,142.35.83.196,0,8,1,109,Unknown
147,0.0.144.229,0,49.87.231.124,0,124,1,1197,Unknown
148,0.0.144.101,0,49.74.231.124,0,124,1,1196,Unknown
149,0.0.144.120,0,142.42.83.196,0,8,1,109,Unknown
150,0.0.144.101,0,49.81.231.124,0,124,1,1197,Unknown
151,0.0.144.101,0,49.90.231.124,0,124,1,1199,Unknown
152,0.0.144.120,0,142.49.83.196,0,8,1,109,Unknown
153,0.0.144.101,0,49.88.231.124,0,124,1,76,Unknown
154,0.0.144.101,0,49.97.231.124,0,124,1,1199,Unknown
155,0.0.144.120,0,142.56.83.196,0,8,1,124,Unknown
156,0.0.144.120,0,141.15.83.192,0,124,1,121,Unknown
157,0.0.144.120,0,141.17.83.192,0,124,1,109,Unknown
158,0.0.144.120,0,142.63.83.196,0,8,1,109,Unknown
159,0.0.144.101,0,49.95.231.124,0,124,1,1199,Unknown
160,0.0.144.101,0,49.104.231.124,0,124,1,1199,Unknown
161,0.0.144.120,0,142.70.83.196,0,8,1,109,Unknown
162,0.0.144.101,0,49.102.231.124,0,124,1,1199,Unknown
163,0.0.144.101,0,49.111.231.124,0,124,1,1200,Unknown
164,0.0.144.101,0,49.109.231.124,0,124,1,1200,Unknown
165,0.0.144.101,0,50.179.231.131,0,8,1,1236,Unknown
166,0.0.144.101,0,49.118.231.124,0,124,1,1207,Unknown
167,0.0.144.96,0,60.81.0.0,0,8,1,288,Unknown
168,0.0.144.101,0,49.125.231.124,0,124,1,1207,Unknown
169,0.0.144.96,0,60.88.0.0,0,8,1,288,Unknown
170,0.0.144.101,0,49.132.231.124,0,124,1,1207,Unknown
171,0.0.144.101,0,50.186.231.131,0,8,1,1236,Unknown
172,0.0.144.120,0,141.24.83.192,0,124,1,109,Unknown
173,0.0.144.96,0,60.95.0.0,0,8,1,288,Unknown
174,0.0.144.101,0,49.139.231.124,0,124,1,1216,Unknown
175,0.0.144.101,0,50.193.231.131,0,8,1,1236,Unknown
176,0.0.144.101,0,49.146.231.124,0,124,1,1216,Unknown
177,0.0.144.101,0,50.200.231.131,0,8,1,1236,Unknown
178,0.0.144.101,0,49.153.231.124,0,124,1,1217,Unknown
179,0.0.144.120,0,142.77.83.196,0,8,1,109,Unknown
180,0.0.144.101,0,49.160.231.124,0,124,1,1217,Unknown
181,0.0.144.120,0,142.82.83.197,0,8,1,202,Unknown
182,0.0.144.120,0,141.31.83.192,0,124,1,109,Unknown
183,0.0.144.101,0,50.207.231.131,0,8,1,1236,Unknown
184,0.0.144.101,0,49.167.231.124,0,124,1,1196,Unknown
185,0.0.144.101,0,50.214.231.131,0,8,1,1236,Unknown
186,0.0.144.101,0,49.174.231.124,0,124,1,1197,Unknown
187,0.0.144.101,0,50.226.231.132,0,8,1,1198,Unknown
188,0.0.144.101,0,49.181.231.124,0,124,1,1197,Unknown
189,0.0.144.101,0,50.233.231.132,0,8,1,1198,Unknown
190,0.0.144.101,0,49.188.231.124,0,124,1,76,Unknown
191,0.0.144.120,0,142.89.83.197,0,8,1,208,Unknown
192,0.0.144.101,0,49.195.231.124,0,124,1,1233,Unknown
193,0.0.144.101,0,50.240.231.132,0,8,1,1198,Unknown
194,0.0.144.120,0,141.38.83.192,0,124,1,109,Unknown
195,0.0.144.101,0,50.245.231.133,0,8,1,1212,Unknown
196,0.0.144.101,0,49.202.231.124,0,124,1,1234,Unknown
197,0.0.144.101,0,50.252.231.133,0,8,1,1213,Unknown
198,0.0.144.101,0,49.209.231.124,0,124,1,1234,Unknown
199,0.0.144.101,0,51.5.231.133,0,8,1,1213,Unknown
200,0.0.144.101,0,49.214.231.125,0,124,1,1227,Unknown
201,0.0.144.101,0,51.12.231.133,0,8,1,1213,Unknown
202,0.0.144.101,0,49.221.231.125,0,124,1,1227,Unknown
203,0.0.144.101,0,51.19.231.133,0,8,1,1213,Unknown
204,0.0.144.101,0,49.228.231.125,0,124,1,1227,Unknown
205,0.0.144.101,0,51.26.231.133,0,8,1,1213,Unknown
206,0.0.144.120,0,141.45.83.192,0,124,1,109,Unknown
207,0.0.144.101,0,51.33.231.133,0,8,1,1227,Unknown
208,0.0.144.101,0,49.242.231.125,0,124,1,1227,Unknown
209,0.0.144.101,0,51.40.231.133,0,8,1,1227,Unknown
210,0.0.144.101,0,49.249.231.125,0,124,1,1227,Unknown
211,0.0.144.101,0,51.47.231.133,0,8,1,1227,Unknown
212,0.0.144.101,0,51.54.231.133,0,8,1,1227,Unknown
213,0.0.144.101,0,51.61.231.133,0,8,1,1227,Unknown
214,0.0.128.200,0,0.6.0.14,0,124,3,264,Unknown
215,0.0.144.101,0,51.68.231.133,0,8,1,1227,Unknown
216,0.0.129.201,0,0.7.0.14,0,124,2,152,Unknown
217,0.0.144.101,0,51.75.231.133,0,8,1,1228,Unknown
218,0.0.144.101,0,49.116.231.124,0,124,1,1207,Unknown
219,0.0.144.101,0,51.82.231.133,0,8,1,1228,Unknown
220,0.0.144.101,0,49.123.231.124,0,124,1,1207,Unknown
221,0.0.144.101,0,51.89.231.133,0,8,1,1228,Unknown
222,0.0.144.120,0,141.22.83.192,0,124,1,109,Unknown
223,0.0.144.101,0,51.96.231.133,0,8,1,1228,Unknown
224,0.0.144.101,0,49.130.231.124,0,124,1,1207,Unknown
225,0.0.144.229,0,51.100.231.133,0,8,1,1228,Unknown
226,0.0.144.101,0,49.144.231.124,0,124,1,1216,Unknown
227,0.0.144.101,0,51.103.231.133,0,8,1,1238,Unknown
228,0.0.144.101,0,49.151.231.124,0,124,1,1216,Unknown
229,0.0.144.101,0,51.110.231.133,0,8,1,1238,Unknown
230,0.0.144.120,0,141.29.83.192,0,124,1,109,Unknown
231,0.0.144.101,0,50.2.231.125,0,124,1,1227,Unknown
232,0.0.144.120,0,142.96.83.197,0,8,1,179,Unknown
233,0.0.144.101,0,49.158.231.124,0,124,1,1217,Unknown
234,0.0.144.101,0,51.117.231.133,0,8,1,1238,Unknown
235,0.0.144.229,0,49.162.231.124,0,124,1,1217,Unknown
236,0.0.144.101,0,50.9.231.125,0,124,1,1219,Unknown
237,0.0.144.101,0,51.124.231.133,0,8,1,1238,Unknown
238,0.0.144.101,0,49.165.231.124,0,124,1,1196,Unknown
239,0.0.144.101,0,51.131.231.133,0,8,1,1238,Unknown
240,0.0.144.120,0,141.52.83.192,0,124,1,109,Unknown
241,0.0.144.101,0,49.172.231.124,0,124,1,1197,Unknown
242,0.0.144.101,0,51.138.231.133,0,8,1,1238,Unknown
243,0.0.144.101,0,49.179.231.124,0,124,1,1197,Unknown
244,0.0.144.101,0,50.16.231.125,0,124,1,1219,Unknown
245,0.0.144.101,0,51.145.231.133,0,8,1,1238,Unknown
246,0.0.144.101,0,49.186.231.124,0,124,1,1197,Unknown
247,0.0.144.101,0,50.23.231.125,0,124,1,1219,Unknown
248,0.0.144.101,0,51.152.231.133,0,8,1,1239,Unknown
249,0.0.144.120,0,141.36.83.192,0,124,1,109,Unknown
250,0.0.144.101,0,50.30.231.125,0,124,1,76,Unknown
251,0.0.144.101,0,51.159.231.133,0,8,1,1239,Unknown
252,0.0.144.101,0,49.193.231.124,0,124,1,1233,Unknown
253,0.0.144.101,0,50.37.231.125,0,124,1,1203,Unknown
254,0.0.144.101,0,51.166.231.133,0,8,1,1239,Unknown
255,0.0.144.101,0,49.200.231.124,0,124,1,1234,Unknown
256,0.0.144.120,0,141.59.83.192,0,124,1,109,Unknown
257,0.0.144.101,0,51.173.231.133,0,8,1,1227,Unknown
258,0.0.144.101,0,49.207.231.124,0,124,1,1234,Unknown
259,0.0.144.101,0,50.44.231.125,0,124,1,1203,Unknown
260,0.0.144.101,0,51.180.231.133,0,8,1,1227,Unknown
261,0.0.144.229,0,49.211.231.124,0,124,1,1234,Unknown
262,0.0.144.101,0,50.51.231.125,0,124,1,1203,Unknown
263,0.0.144.101,0,51.187.231.133,0,8,1,1227,Unknown
264,0.0.144.101,0,49.212.231.125,0,124,1,76,Unknown
265,0.0.144.101,0,50.58.231.125,0,124,1,1223,Unknown
266,0.0.144.101,0,51.194.231.133,0,8,1,1227,Unknown
267,0.0.144.101,0,50.65.231.125,0,124,1,1223,Unknown
268,0.0.144.101,0,49.219.231.125,0,124,1,1227,Unknown
269,0.0.144.101,0,51.201.231.133,0,8,1,1227,Unknown
270,0.0.144.120,0,141.64.83.193,0,124,1,109,Unknown
271,0.0.144.120,0,141.43.83.192,0,124,1,109,Unknown
272,0.0.144.101,0,51.208.231.133,0,8,1,1227,Unknown
273,0.0.144.101,0,50.72.231.125,0,124,1,1223,Unknown
274,0.0.144.101,0,49.226.231.125,0,124,1,1227,Unknown
275,0.0.144.101,0,51.215.231.133,0,8,1,1228,Unknown
276,0.0.144.101,0,50.79.231.125,0,124,1,76,Unknown
277,0.0.144.101,0,49.233.231.125,0,124,1,1227,Unknown
278,0.0.144.101,0,51.222.231.133,0,8,1,1228,Unknown
279,0.0.144.101,0,50.86.231.125,0,124,1,1220,Unknown
280,0.0.144.101,0,49.240.231.125,0,124,1,1227,Unknown
281,0.0.144.101,0,51.229.231.133,0,8,1,1228,Unknown
282,0.0.144.101,0,50.93.231.125,0,124,1,1220,Unknown
283,0.0.144.101,0,49.247.231.125,0,124,1,1227,Unknown
284,0.0.144.101,0,51.236.231.133,0,8,1,1226,Unknown
285,0.0.144.120,0,141.71.83.193,0,124,1,109,Unknown
286,0.0.144.120,0,142.103.83.197,0,8,1,151,Unknown
287,0.0.144.101,0,49.254.231.125,0,124,1,1227,Unknown
288,0.0.144.101,0,50.100.231.125,0,124,1,1220,Unknown
289,0.0.144.101,0,51.243.231.133,0,8,1,1226,Unknown
290,0.0.144.101,0,50.0.231.125,0,124,1,1227,Unknown
291,0.0.144.101,0,50.107.231.125,0,124,1,1222,Unknown
292,0.0.144.101,0,51.250.231.133,0,8,1,1226,Unknown
293,0.0.144.120,0,141.50.83.192,0,124,1,109,Unknown
294,0.0.144.101,0,50.114.231.125,0,124,1,1222,Unknown
295,0.0.144.101,0,52.3.231.133,0,8,1,1226,Unknown
296,0.0.144.229,0,50.4.231.125,0,124,1,1228,Unknown
297,0.0.144.101,0,50.121.231.125,0,124,1,1223,Unknown
298,0.0.144.101,0,50.7.231.125,0,124,1,1219,Unknown
299,0.0.144.120,0,141.78.83.193,0,124,1,109,Unknown
300,0.0.144.101,0,52.10.231.133,0,8,1,1226,Unknown
301,0.0.144.101,0,50.14.231.125,0,124,1,1219,Unknown
302,0.0.144.101,0,50.133.231.126,0,124,1,1197,Unknown
303,0.0.144.101,0,50.21.231.125,0,124,1,1219,Unknown
304,0.0.144.101,0,52.17.231.133,0,8,1,1226,Unknown
305,0.0.144.101,0,50.140.231.126,0,124,1,1197,Unknown
306,0.0.144.101,0,50.28.231.125,0,124,1,1219,Unknown
307,0.0.144.101,0,52.24.231.133,0,8,1,1227,Unknown
308,0.0.144.101,0,50.147.231.126,0,124,1,1197,Unknown
309,0.0.144.120,0,141.57.83.192,0,124,1,109,Unknown
310,0.0.0.2,0,0.70.0.14,0,8,1,102,Unknown
311,0.0.144.101,0,52.31.231.133,0,8,1,1227,Unknown
312,0.0.144.101,0,50.35.231.125,0,124,1,1203,Unknown
313,0.0.144.120,0,141.243.83.195,0,8,1,109,Unknown
314,0.0.144.101,0,52.38.231.133,0,8,1,1230,Unknown
315,0.0.144.101,0,50.42.231.125,0,124,1,1203,Unknown
316,0.0.144.120,0,141.250.83.195,0,8,1,109,Unknown
317,0.0.144.101,0,52.45.231.133,0,8,1,1230,Unknown
318,0.0.144.101,0,49.11.231.123,0,124,1,1196,Unknown
319,0.0.144.101,0,50.49.231.125,0,124,1,1203,Unknown
320,0.0.144.120,0,140.253.83.192,0,124,1,134,Unknown
321,0.0.144.101,0,52.52.231.133,0,8,1,1230,Unknown
322,0.0.144.101,0,49.18.231.123,0,124,1,1236,Unknown
323,0.0.144.101,0,50.56.231.125,0,124,1,1223,Unknown
324,0.0.144.120,0,142.3.83.195,0,8,1,109,Unknown
325,0.0.144.101,0,52.59.231.133,0,8,1,1230,Unknown
326,0.0.144.101,0,50.63.231.125,0,124,1,1223,Unknown
327,0.0.144.101,0,52.66.231.133,0,8,1,1230,Unknown
328,0.0.144.120,0,142.10.83.195,0,8,1,109,Unknown
329,0.0.144.101,0,50.70.231.125,0,124,1,1223,Unknown
330,0.0.144.101,0,52.73.231.133,0,8,1,1230,Unknown
331,0.0.144.120,0,142.15.83.196,0,8,1,109,Unknown
332,0.0.144.101,0,50.77.231.125,0,124,1,1224,Unknown
333,0.0.144.101,0,52.80.231.133,0,8,1,1230,Unknown
334,0.0.144.101,0,50.84.231.125,0,124,1,1220,Unknown
335,0.0.144.120,0,142.22.83.196,0,8,1,109,Unknown
336,0.0.144.120,0,141.69.83.193,0,124,1,109,Unknown
337,0.0.144.101,0,52.87.231.133,0,8,1,1230,Unknown
338,0.0.144.101,0,50.91.231.125,0,124,1,1220,Unknown
339,0.0.144.120,0,142.29.83.196,0,8,1,109,Unknown
340,0.0.144.229,0,52.91.231.133,0,8,1,1231,Unknown
341,0.0.144.101,0,50.98.231.125,0,124,1,1220,Unknown
342,0.0.144.101,0,52.94.231.133,0,8,1,1230,Unknown
343,0.0.144.229,0,50.102.231.125,0,124,1,1220,Unknown
344,0.0.144.101,0,52.101.231.133,0,8,1,1230,Unknown
345,0.0.144.120,0,142.36.83.196,0,8,1,109,Unknown
346,0.0.144.101,0,50.105.231.125,0,124,1,1222,Unknown
347,0.0.144.120,0,142.43.83.196,0,8,1,109,Unknown
348,0.0.144.101,0,50.112.231.125,0,124,1,1222,Unknown
349,0.0.144.101,0,52.108.231.133,0,8,1,1230,Unknown
350,0.0.144.101,0,50.119.231.125,0,124,1,1223,Unknown
351,0.0.144.120,0,142.50.83.196,0,8,1,109,Unknown
352,0.0.144.120,0,141.76.83.193,0,124,1,109,Unknown
353,0.0.144.101,0,52.115.231.133,0,8,1,1230,Unknown
354,0.0.144.120,0,142.57.83.196,0,8,1,122,Unknown
355,0.0.144.120,0,142.110.83.197,0,8,1,148,Unknown
356,0.0.144.101,0,50.131.231.126,0,124,1,1197,Unknown
357,0.0.144.120,0,142.64.83.196,0,8,1,109,Unknown
358,0.0.144.101,0,52.122.231.133,0,8,1,1230,Unknown
359,0.0.144.101,0,50.138.231.126,0,124,1,1197,Unknown
360,0.0.144.120,0,142.71.83.196,0,8,1,109,Unknown
361,0.0.144.101,0,52.129.231.133,0,8,1,1230,Unknown
362,0.0.144.101,0,50.145.231.126,0,124,1,1197,Unknown
363,0.0.144.101,0,50.180.231.131,0,8,1,1236,Unknown
364,0.0.144.101,0,52.136.231.133,0,8,1,1231,Unknown
365,0.0.144.120,0,141.83.83.193,0,124,1,109,Unknown
366,0.0.144.96,0,60.82.0.0,0,8,1,288,Unknown
367,0.0.144.101,0,50.152.231.126,0,124,1,1191,Unknown
368,0.0.144.101,0,52.148.231.134,0,8,1,1233,Unknown
369,0.0.144.96,0,60.89.0.0,0,8,1,288,Unknown
370,0.0.144.120,0,141.241.83.195,0,8,1,109,Unknown
371,0.0.144.101,0,52.155.231.134,0,8,1,1233,Unknown
372,0.0.144.120,0,141.248.83.195,0,8,1,109,Unknown
373,0.0.144.96,0,60.96.0.0,0,8,1,288,Unknown
374,0.0.144.101,0,49.25.231.123,0,124,1,1237,Unknown
375,0.0.144.101,0,50.187.231.131,0,8,1,1236,Unknown
376,0.0.144.101,0,49.32.231.123,0,124,1,1237,Unknown
377,0.0.144.101,0,52.162.231.134,0,8,1,1234,Unknown
378,0.0.144.120,0,141.255.83.195,0,8,1,109,Unknown
379,0.0.144.101,0,52.169.231.134,0,8,1,1234,Unknown
380,0.0.144.101,0,49.46.231.123,0,124,1,1225,Unknown
381,0.0.144.101,0,50.194.231.131,0,8,1,1236,Unknown
382,0.0.144.120,0,142.1.83.195,0,8,1,109,Unknown
383,0.0.144.120,0,142.117.83.197,0,8,1,147,Unknown
384,0.0.144.120,0,141.6.83.192,0,124,1,119,Unknown
385,0.0.144.101,0,50.201.231.131,0,8,1,1236,Unknown
386,0.0.144.101,0,49.53.231.123,0,124,1,1225,Unknown
387,0.0.144.120,0,142.78.83.196,0,8,1,109,Unknown
388,0.0.144.101,0,49.60.231.123,0,124,1,1225,Unknown
389,0.0.144.101,0,52.176.231.134,0,8,1,1234,Unknown
390,0.0.144.120,0,142.8.83.195,0,8,1,109,Unknown
391,0.0.144.101,0,52.183.231.134,0,8,1,1234,Unknown
392,0.0.144.101,0,49.65.231.124,0,124,1,1196,Unknown
393,0.0.144.120,0,142.83.83.197,0,8,1,211,Unknown
394,0.0.144.120,0,142.13.83.196,0,8,1,109,Unknown
395,0.0.144.101,0,52.190.231.134,0,8,1,1234,Unknown
396,0.0.144.101,0,49.72.231.124,0,124,1,1196,Unknown
397,0.0.144.101,0,50.208.231.131,0,8,1,1236,Unknown
398,0.0.144.120,0,142.20.83.196,0,8,1,109,Unknown
399,0.0.144.101,0,52.197.231.134,0,8,1,1234,Unknown
400,0.0.144.101,0,49.79.231.124,0,124,1,1197,Unknown
401,0.0.144.101,0,50.215.231.131,0,8,1,1236,Unknown
402,0.0.144.120,0,142.27.83.196,0,8,1,109,Unknown
403,0.0.144.101,0,52.204.231.134,0,8,1,1234,Unknown
404,0.0.144.120,0,141.13.83.192,0,124,1,109,Unknown
405,0.0.144.229,0,50.219.231.131,0,8,1,1237,Unknown
406,0.0.144.120,0,142.34.83.196,0,8,1,109,Unknown
407,0.0.144.101,0,50.220.231.132,0,8,1,76,Unknown
408,0.0.144.120,0,142.41.83.196,0,8,1,109,Unknown
409,0.0.144.120,0,142.124.83.197,0,8,1,153,Unknown
410,0.0.144.101,0,49.86.231.124,0,124,1,1197,Unknown
411,0.0.144.101,0,50.227.231.132,0,8,1,1198,Unknown
412,0.0.144.101,0,49.93.231.124,0,124,1,1199,Unknown
