,src_ip,src_port,dst_ip,dst_port,protocol,bidirectional_packets,bidirectional_bytes,application_name
5953,0.0.144.101,0,64.125.231.149,0,8,1,1206,Unknown
5954,0.0.144.101,0,71.135.231.161,0,8,1,1230,Unknown
5955,0.0.144.120,0,145.197.83.209,0,8,1,130,Unknown
5956,0.0.144.101,0,68.98.231.157,0,8,1,1197,Unknown
5957,0.0.144.120,0,144.94.83.204,0,8,1,132,Unknown
5958,0.0.144.120,0,146.22.83.211,0,8,1,128,Unknown
5959,0.0.144.120,0,145.184.83.209,0,8,1,136,Unknown
5960,0.0.144.101,0,62.209.231.147,0,8,1,1211,Unknown
5961,0.0.144.101,0,71.142.231.161,0,8,1,1230,Unknown
5962,0.0.144.101,0,68.160.231.157,0,8,1,1198,Unknown
5963,0.0.144.120,0,144.170.83.205,0,8,1,147,Unknown
5964,0.0.144.120,0,146.108.83.212,0,8,1,208,Unknown
5965,0.0.144.101,0,69.244.231.159,0,8,1,1231,Unknown
5966,0.0.144.101,0,68.105.231.157,0,8,1,1198,Unknown
5967,0.0.144.101,0,62.216.231.147,0,8,1,1212,Unknown
5968,0.0.144.101,0,69.251.231.159,0,8,1,1231,Unknown
5969,0.0.144.101,0,68.167.231.157,0,8,1,1198,Unknown
5970,0.0.144.101,0,64.132.231.149,0,8,1,1205,Unknown
5971,0.0.144.101,0,70.4.231.159,0,8,1,1232,Unknown
5972,0.0.144.229,0,68.170.231.157,0,8,1,1199,Unknown
5973,0.0.144.101,0,68.112.231.157,0,8,1,1200,Unknown
5974,0.0.144.101,0,62.223.231.147,0,8,1,1212,Unknown
5975,0.0.144.120,0,145.202.83.210,0,8,1,137,Unknown
5976,0.0.144.101,0,68.119.231.157,0,8,1,1200,Unknown
5977,0.0.144.101,0,64.139.231.149,0,8,1,1205,Unknown
5978,0.0.144.101,0,70.11.231.159,0,8,1,1199,Unknown
5979,0.0.144.101,0,68.126.231.157,0,8,1,1201,Unknown
5980,0.0.144.101,0,71.147.231.162,0,8,1,76,Unknown
5981,0.0.144.101,0,62.230.231.147,0,8,1,1212,Unknown
5982,0.0.144.101,0,68.174.231.157,0,8,1,1210,Unknown
5983,0.0.144.101,0,64.146.231.149,0,8,1,1206,Unknown
5984,0.0.144.101,0,71.154.231.162,0,8,1,1218,Unknown
5985,0.0.144.120,0,146.29.83.211,0,8,1,109,Unknown
5986,0.0.144.120,0,145.191.83.209,0,8,1,139,Unknown
5987,0.0.144.101,0,71.161.231.162,0,8,1,1218,Unknown
5988,0.0.144.101,0,70.18.231.159,0,8,1,1199,Unknown
5989,0.0.144.101,0,68.181.231.157,0,8,1,1210,Unknown
5990,0.0.144.101,0,64.153.231.149,0,8,1,1206,Unknown
5991,0.0.144.101,0,62.237.231.147,0,8,1,1212,Unknown
5992,0.0.144.101,0,70.40.231.160,0,8,1,1214,Unknown
5993,0.0.144.101,0,68.133.231.157,0,8,1,1205,Unknown
5994,0.0.144.101,0,71.168.231.162,0,8,1,1219,Unknown
5995,0.0.144.101,0,70.25.231.159,0,8,1,1199,Unknown
5996,0.0.144.101,0,68.140.231.157,0,8,1,1205,Unknown
5997,0.0.144.101,0,64.160.231.149,0,8,1,1206,Unknown
5998,0.0.144.101,0,62.244.231.147,0,8,1,1208,Unknown
5999,0.0.144.101,0,70.47.231.160,0,8,1,1215,Unknown
6000,0.0.144.101,0,68.188.231.157,0,8,1,1211,Unknown
6001,0.0.144.101,0,71.175.231.162,0,8,1,1217,Unknown
6002,0.0.144.101,0,70.37.231.160,0,8,1,1214,Unknown
6003,0.0.144.229,0,68.191.231.157,0,8,1,1211,Unknown
6004,0.0.144.101,0,64.167.231.149,0,8,1,1216,Unknown
6005,0.0.144.101,0,62.251.231.147,0,8,1,1208,Unknown
6006,0.0.144.101,0,70.54.231.160,0,8,1,1215,Unknown
6007,0.0.144.101,0,68.147.231.157,0,8,1,1206,Unknown
6008,0.0.144.101,0,64.174.231.149,0,8,1,1216,Unknown
6009,0.0.144.101,0,70.44.231.160,0,8,1,1215,Unknown
6010,0.0.144.101,0,68.195.231.157,0,8,1,1225,Unknown
6011,0.0.144.120,0,144.101.83.204,0,8,1,203,Unknown
6012,0.0.144.120,0,146.115.83.212,0,8,1,167,Unknown
6013,0.0.144.229,0,70.57.231.160,0,8,1,1215,Unknown
6014,0.0.144.101,0,68.154.231.157,0,8,1,1198,Unknown
6015,0.0.144.101,0,71.182.231.162,0,8,1,1218,Unknown
6016,0.0.144.120,0,146.39.83.211,0,8,1,109,Unknown
6017,0.0.144.120,0,145.209.83.210,0,8,1,120,Unknown
6018,0.0.144.101,0,63.4.231.147,0,8,1,1209,Unknown
6019,0.0.144.101,0,70.61.231.160,0,8,1,1199,Unknown
6020,0.0.144.120,0,144.177.83.205,0,8,1,154,Unknown
6021,0.0.144.120,0,145.198.83.209,0,8,1,137,Unknown
6022,0.0.144.101,0,71.189.231.162,0,8,1,1218,Unknown
6023,0.0.144.101,0,68.161.231.157,0,8,1,1198,Unknown
6024,0.0.144.120,0,146.36.83.211,0,8,1,109,Unknown
6025,0.0.144.101,0,63.11.231.147,0,8,1,1209,Unknown
6026,0.0.144.101,0,70.68.231.160,0,8,1,1199,Unknown
6027,0.0.144.101,0,70.51.231.160,0,8,1,1215,Unknown
6028,0.0.144.101,0,64.181.231.149,0,8,1,1216,Unknown
6029,0.0.144.101,0,71.196.231.162,0,8,1,1218,Unknown
6030,0.0.144.101,0,68.168.231.157,0,8,1,1198,Unknown
6031,0.0.144.101,0,63.18.231.147,0,8,1,1217,Unknown
6032,0.0.144.101,0,71.203.231.162,0,8,1,1212,Unknown
6033,0.0.144.101,0,70.75.231.160,0,8,1,1200,Unknown
6034,0.0.144.101,0,70.58.231.160,0,8,1,76,Unknown
6035,0.0.144.101,0,71.210.231.162,0,8,1,1212,Unknown
6036,0.0.144.101,0,70.82.231.160,0,8,1,1200,Unknown
6037,0.0.144.101,0,68.175.231.157,0,8,1,1210,Unknown
6038,0.0.144.101,0,63.25.231.147,0,8,1,1217,Unknown
6039,0.0.144.101,0,70.89.231.160,0,8,1,1207,Unknown
6040,0.0.144.101,0,64.188.231.149,0,8,1,1217,Unknown
6041,0.0.144.101,0,70.65.231.160,0,8,1,1199,Unknown
6042,0.0.144.120,0,146.122.83.212,0,8,1,138,Unknown
6043,0.0.144.101,0,70.72.231.160,0,8,1,1200,Unknown
6044,0.0.144.101,0,68.202.231.157,0,8,1,1226,Unknown
6045,0.0.144.101,0,63.32.231.147,0,8,1,1217,Unknown
6046,0.0.144.120,0,146.46.83.211,0,8,1,133,Unknown
6047,0.0.144.101,0,68.209.231.157,0,8,1,1226,Unknown
6048,0.0.144.101,0,64.200.231.150,0,8,1,1236,Unknown
6049,0.0.144.101,0,71.217.231.162,0,8,1,1212,Unknown
6050,0.0.144.101,0,70.79.231.160,0,8,1,1200,Unknown
6051,0.0.144.120,0,145.203.83.210,0,8,1,132,Unknown
6052,0.0.144.101,0,71.224.231.162,0,8,1,1212,Unknown
6053,0.0.144.101,0,70.96.231.160,0,8,1,1207,Unknown
6054,0.0.144.229,0,68.212.231.157,0,8,1,1226,Unknown
6055,0.0.144.101,0,71.231.231.162,0,8,1,1204,Unknown
6056,0.0.144.120,0,144.182.83.206,0,8,1,127,Unknown
6057,0.0.144.120,0,146.43.83.211,0,8,1,136,Unknown
6058,0.0.144.101,0,68.182.231.157,0,8,1,1210,Unknown
6059,0.0.144.101,0,64.207.231.150,0,8,1,1237,Unknown
6060,0.0.144.101,0,63.39.231.147,0,8,1,1218,Unknown
6061,0.0.144.101,0,71.238.231.162,0,8,1,1205,Unknown
6062,0.0.144.101,0,70.103.231.160,0,8,1,1208,Unknown
6063,0.0.144.101,0,68.216.231.157,0,8,1,1241,Unknown
6064,0.0.144.101,0,71.245.231.162,0,8,1,1205,Unknown
6065,0.0.144.101,0,68.189.231.157,0,8,1,1211,Unknown
6066,0.0.144.101,0,64.214.231.150,0,8,1,1237,Unknown
6067,0.0.144.101,0,71.252.231.162,0,8,1,1205,Unknown
6068,0.0.144.101,0,68.196.231.157,0,8,1,1225,Unknown
6069,0.0.144.101,0,70.110.231.160,0,8,1,76,Unknown
6070,0.0.144.101,0,68.223.231.157,0,8,1,1241,Unknown
6071,0.0.144.120,0,144.108.83.204,0,8,1,209,Unknown
6072,0.0.144.101,0,70.86.231.160,0,8,1,1207,Unknown
6073,0.0.144.101,0,64.221.231.150,0,8,1,1211,Unknown
6074,0.0.144.120,0,146.129.83.212,0,8,1,136,Unknown
6075,0.0.144.101,0,70.93.231.160,0,8,1,1207,Unknown
6076,0.0.144.101,0,68.203.231.157,0,8,1,1226,Unknown
6077,0.0.144.120,0,145.216.83.210,0,8,1,109,Unknown
6078,0.0.144.101,0,63.51.231.148,0,8,1,1209,Unknown
6079,0.0.144.101,0,64.228.231.150,0,8,1,1212,Unknown
6080,0.0.144.101,0,68.230.231.157,0,8,1,1242,Unknown
6081,0.0.144.101,0,72.12.231.162,0,8,1,1225,Unknown
6082,0.0.144.229,0,68.233.231.157,0,8,1,1242,Unknown
6083,0.0.144.120,0,145.210.83.210,0,8,1,122,Unknown
6084,0.0.144.96,0,60.130.0.0,0,8,1,288,Unknown
6085,0.0.144.101,0,63.58.231.148,0,8,1,1209,Unknown
6086,0.0.144.101,0,64.235.231.150,0,8,1,1212,Unknown
6087,0.0.144.96,0,60.137.0.0,0,8,1,288,Unknown
6088,0.0.144.101,0,63.65.231.148,0,8,1,1209,Unknown
6089,0.0.144.101,0,68.235.231.158,0,8,1,1200,Unknown
6090,0.0.144.101,0,68.210.231.157,0,8,1,1226,Unknown
6091,0.0.144.101,0,70.100.231.160,0,8,1,1207,Unknown
6092,0.0.144.101,0,68.242.231.158,0,8,1,1200,Unknown
6093,0.0.144.101,0,64.242.231.150,0,8,1,1212,Unknown
6094,0.0.144.101,0,70.117.231.160,0,8,1,1239,Unknown
6095,0.0.144.101,0,68.249.231.158,0,8,1,1201,Unknown
6096,0.0.144.101,0,63.72.231.148,0,8,1,1210,Unknown
6097,0.0.144.101,0,68.217.231.157,0,8,1,1241,Unknown
6098,0.0.144.101,0,70.107.231.160,0,8,1,1208,Unknown
6099,0.0.144.101,0,63.79.231.148,0,8,1,1208,Unknown
6100,0.0.144.101,0,72.19.231.162,0,8,1,1225,Unknown
6101,0.0.144.96,0,60.144.0.0,0,8,1,288,Unknown
6102,0.0.144.120,0,145.223.83.210,0,8,1,109,Unknown
6103,0.0.144.120,0,144.189.83.206,0,8,1,128,Unknown
6104,0.0.144.101,0,72.26.231.162,0,8,1,1226,Unknown
6105,0.0.144.120,0,146.50.83.211,0,8,1,133,Unknown
6106,0.0.144.101,0,63.86.231.148,0,8,1,1209,Unknown
6107,0.0.144.101,0,68.224.231.157,0,8,1,1241,Unknown
6108,0.0.144.101,0,72.33.231.162,0,8,1,1226,Unknown
6109,0.0.144.101,0,69.2.231.158,0,8,1,1203,Unknown
6110,0.0.144.101,0,64.249.231.150,0,8,1,1212,Unknown
6111,0.0.144.101,0,70.124.231.160,0,8,1,1239,Unknown
6112,0.0.144.120,0,146.136.83.212,0,8,1,130,Unknown
6113,0.0.144.101,0,63.93.231.148,0,8,1,1209,Unknown
6114,0.0.144.101,0,68.231.231.157,0,8,1,1242,Unknown
6115,0.0.144.229,0,72.36.231.162,0,8,1,1226,Unknown
6116,0.0.144.101,0,63.100.231.148,0,8,1,1209,Unknown
6117,0.0.144.101,0,65.2.231.150,0,8,1,1212,Unknown
6118,0.0.144.120,0,146.53.83.211,0,8,1,113,Unknown
6119,0.0.144.101,0,70.114.231.160,0,8,1,1239,Unknown
6120,0.0.144.101,0,69.9.231.158,0,8,1,1203,Unknown
6121,0.0.144.120,0,145.217.83.210,0,8,1,109,Unknown
6122,0.0.144.101,0,72.40.231.162,0,8,1,1227,Unknown
6123,0.0.144.101,0,69.16.231.158,0,8,1,1203,Unknown
6124,0.0.144.101,0,63.107.231.148,0,8,1,1209,Unknown
6125,0.0.144.101,0,70.131.231.160,0,8,1,1240,Unknown
6126,0.0.144.96,0,60.134.0.0,0,8,1,288,Unknown
6127,0.0.144.101,0,68.236.231.158,0,8,1,1200,Unknown
6128,0.0.144.229,0,70.134.231.160,0,8,1,1240,Unknown
6129,0.0.144.101,0,69.23.231.158,0,8,1,1196,Unknown
6130,0.0.144.101,0,72.47.231.162,0,8,1,1227,Unknown
6131,0.0.144.101,0,70.138.231.160,0,8,1,1232,Unknown
6132,0.0.144.120,0,144.120.83.205,0,8,1,205,Unknown
6133,0.0.144.96,0,60.141.0.0,0,8,1,288,Unknown
6134,0.0.144.101,0,68.243.231.158,0,8,1,1200,Unknown
6135,0.0.144.101,0,63.114.231.148,0,8,1,1232,Unknown
6136,0.0.144.120,0,145.230.83.210,0,8,1,109,Unknown
6137,0.0.144.101,0,70.145.231.160,0,8,1,1233,Unknown
6138,0.0.144.101,0,72.54.231.162,0,8,1,1228,Unknown
6139,0.0.144.101,0,69.30.231.158,0,8,1,1196,Unknown
6140,0.0.144.101,0,65.9.231.150,0,8,1,1212,Unknown
6141,0.0.144.101,0,68.250.231.158,0,8,1,1201,Unknown
6142,0.0.144.101,0,63.121.231.148,0,8,1,1232,Unknown
6143,0.0.144.101,0,69.3.231.158,0,8,1,1203,Unknown
6144,0.0.144.96,0,60.148.0.0,0,8,1,288,Unknown
6145,0.0.144.101,0,69.37.231.158,0,8,1,1196,Unknown
6146,0.0.144.101,0,72.61.231.162,0,8,1,1228,Unknown
6147,0.0.144.101,0,69.44.231.158,0,8,1,76,Unknown
6148,0.0.144.101,0,70.152.231.160,0,8,1,1233,Unknown
6149,0.0.144.101,0,63.128.231.148,0,8,1,1232,Unknown
6150,0.0.144.120,0,145.224.83.210,0,8,1,109,Unknown
6151,0.0.144.120,0,146.60.83.211,0,8,1,109,Unknown
6152,0.0.144.101,0,70.121.231.160,0,8,1,1239,Unknown
6153,0.0.144.101,0,72.73.231.163,0,8,1,1232,Unknown
6154,0.0.144.101,0,70.128.231.160,0,8,1,1240,Unknown
6155,0.0.144.101,0,63.135.231.148,0,8,1,1232,Unknown
6156,0.0.144.120,0,146.143.83.212,0,8,1,126,Unknown
6157,0.0.144.101,0,69.10.231.158,0,8,1,1203,Unknown
6158,0.0.144.101,0,70.166.231.160,0,8,1,1217,Unknown
6159,0.0.144.101,0,69.51.231.158,0,8,1,1205,Unknown
6160,0.0.144.101,0,65.16.231.150,0,8,1,1212,Unknown
6161,0.0.144.101,0,70.135.231.160,0,8,1,76,Unknown
6162,0.0.144.120,0,144.127.83.205,0,8,1,114,Unknown
6163,0.0.144.101,0,65.23.231.150,0,8,1,1212,Unknown
6164,0.0.144.101,0,70.142.231.160,0,8,1,1233,Unknown
6165,0.0.144.101,0,70.173.231.160,0,8,1,1217,Unknown
6166,0.0.144.101,0,69.58.231.158,0,8,1,1205,Unknown
6167,0.0.144.120,0,146.57.83.211,0,8,1,109,Unknown
6168,0.0.144.101,0,70.180.231.160,0,8,1,1217,Unknown
6169,0.0.144.101,0,63.142.231.148,0,8,1,1215,Unknown
6170,0.0.144.229,0,65.27.231.150,0,8,1,1213,Unknown
6171,0.0.144.101,0,70.187.231.160,0,8,1,1236,Unknown
6172,0.0.144.101,0,69.17.231.158,0,8,1,1204,Unknown
6173,0.0.144.120,0,145.237.83.210,0,8,1,109,Unknown
6174,0.0.144.101,0,70.149.231.160,0,8,1,1233,Unknown
6175,0.0.144.101,0,69.24.231.158,0,8,1,1196,Unknown
6176,0.0.144.101,0,69.72.231.158,0,8,1,1191,Unknown
6177,0.0.144.120,0,144.196.83.206,0,8,1,134,Unknown
6178,0.0.144.101,0,70.194.231.160,0,8,1,1237,Unknown
6179,0.0.144.120,0,145.244.83.210,0,8,1,109,Unknown
6180,0.0.144.101,0,72.80.231.163,0,8,1,1232,Unknown
6181,0.0.144.101,0,70.156.231.160,0,8,1,1233,Unknown
6182,0.0.144.120,0,145.231.83.210,0,8,1,109,Unknown
6183,0.0.144.101,0,65.30.231.150,0,8,1,1226,Unknown
6184,0.0.144.229,0,70.159.231.160,0,8,1,1233,Unknown
6185,0.0.144.120,0,146.67.83.211,0,8,1,109,Unknown
6186,0.0.144.101,0,69.79.231.158,0,8,1,1192,Unknown
6187,0.0.144.101,0,70.163.231.160,0,8,1,1216,Unknown
6188,0.0.144.101,0,63.149.231.148,0,8,1,1215,Unknown
6189,0.0.144.101,0,69.31.231.158,0,8,1,1196,Unknown
6190,0.0.144.101,0,65.37.231.150,0,8,1,1226,Unknown
6191,0.0.144.101,0,63.156.231.148,0,8,1,1215,Unknown
6192,0.0.144.101,0,72.87.231.163,0,8,1,1233,Unknown
6193,0.0.144.101,0,69.86.231.158,0,8,1,1192,Unknown
6194,0.0.144.101,0,70.170.231.160,0,8,1,1217,Unknown
6195,0.0.144.101,0,69.38.231.158,0,8,1,1197,Unknown
6196,0.0.144.101,0,72.94.231.163,0,8,1,1233,Unknown
6197,0.0.144.101,0,65.44.231.150,0,8,1,1227,Unknown
6198,0.0.144.101,0,63.163.231.148,0,8,1,1215,Unknown
6199,0.0.144.101,0,69.93.231.158,0,8,1,1199,Unknown
6200,0.0.144.101,0,72.101.231.163,0,8,1,1209,Unknown
6201,0.0.144.101,0,70.177.231.160,0,8,1,1217,Unknown
6202,0.0.144.101,0,69.45.231.158,0,8,1,1205,Unknown
6203,0.0.144.101,0,70.201.231.160,0,8,1,1237,Unknown
6204,0.0.144.120,0,146.148.83.213,0,8,1,129,Unknown
6205,0.0.144.101,0,63.170.231.148,0,8,1,1215,Unknown
6206,0.0.144.101,0,69.100.231.158,0,8,1,1200,Unknown
6207,0.0.144.101,0,65.51.231.150,0,8,1,1227,Unknown
6208,0.0.144.101,0,72.108.231.163,0,8,1,1209,Unknown
6209,0.0.144.101,0,69.52.231.158,0,8,1,1205,Unknown
6210,0.0.144.101,0,70.208.231.160,0,8,1,1237,Unknown
6211,0.0.144.101,0,63.177.231.148,0,8,1,1224,Unknown
6212,0.0.144.101,0,72.115.231.163,0,8,1,1209,Unknown
6213,0.0.144.101,0,69.107.231.158,0,8,1,1200,Unknown
6214,0.0.144.120,0,144.203.83.206,0,8,1,127,Unknown
6215,0.0.144.120,0,146.64.83.211,0,8,1,118,Unknown
6216,0.0.144.120,0,145.251.83.210,0,8,1,109,Unknown
6217,0.0.144.101,0,70.213.231.161,0,8,1,1223,Unknown
6218,0.0.144.101,0,63.184.231.148,0,8,1,1224,Unknown
6219,0.0.144.101,0,72.122.231.163,0,8,1,1209,Unknown
6220,0.0.144.101,0,70.220.231.161,0,8,1,1223,Unknown
6221,0.0.144.101,0,65.58.231.150,0,8,1,1206,Unknown
6222,0.0.144.101,0,70.191.231.160,0,8,1,1236,Unknown
6223,0.0.144.101,0,70.227.231.161,0,8,1,1223,Unknown
6224,0.0.144.101,0,65.65.231.150,0,8,1,1206,Unknown
6225,0.0.144.120,0,144.134.83.205,0,8,1,191,Unknown
6226,0.0.144.101,0,72.129.231.163,0,8,1,1210,Unknown
6227,0.0.144.101,0,69.114.231.158,0,8,1,1236,Unknown
6228,0.0.144.101,0,63.191.231.148,0,8,1,1225,Unknown
6229,0.0.144.101,0,70.198.231.160,0,8,1,1237,Unknown
6230,0.0.144.120,0,146.74.83.211,0,8,1,133,Unknown
6231,0.0.144.101,0,63.198.231.148,0,8,1,1225,Unknown
6232,0.0.144.101,0,69.59.231.158,0,8,1,1205,Unknown
6233,0.0.144.101,0,72.136.231.163,0,8,1,1221,Unknown
6234,0.0.144.101,0,69.121.231.158,0,8,1,1236,Unknown
6235,0.0.144.101,0,65.72.231.150,0,8,1,1207,Unknown
6236,0.0.144.101,0,70.205.231.160,0,8,1,1237,Unknown
6237,0.0.144.101,0,70.234.231.161,0,8,1,1223,Unknown
6238,0.0.144.229,0,63.202.231.148,0,8,1,1225,Unknown
6239,0.0.144.101,0,70.210.231.161,0,8,1,76,Unknown
6240,0.0.144.120,0,145.238.83.210,0,8,1,109,Unknown
6241,0.0.144.101,0,69.128.231.158,0,8,1,1236,Unknown
6242,0.0.144.101,0,65.79.231.150,0,8,1,1191,Unknown
6243,0.0.144.101,0,70.241.231.161,0,8,1,1212,Unknown
6244,0.0.144.101,0,69.140.231.159,0,8,1,1226,Unknown
6245,0.0.144.101,0,63.205.231.148,0,8,1,1214,Unknown
6246,0.0.144.120,0,146.71.83.211,0,8,1,137,Unknown
6247,0.0.144.101,0,69.66.231.158,0,8,1,76,Unknown
6248,0.0.144.101,0,63.212.231.148,0,8,1,1214,Unknown
6249,0.0.144.120,0,144.210.83.206,0,8,1,138,Unknown
6250,0.0.144.101,0,70.248.231.161,0,8,1,1212,Unknown
6251,0.0.144.101,0,63.219.231.148,0,8,1,1215,Unknown
6252,0.0.144.101,0,65.86.231.150,0,8,1,1191,Unknown
6253,0.0.144.101,0,70.217.231.161,0,8,1,1223,Unknown
6254,0.0.144.101,0,69.73.231.158,0,8,1,1191,Unknown
6255,0.0.144.101,0,65.93.231.150,0,8,1,76,Unknown
6256,0.0.144.101,0,72.143.231.163,0,8,1,1221,Unknown
6257,0.0.144.101,0,70.255.231.161,0,8,1,1212,Unknown
6258,0.0.144.101,0,63.226.231.148,0,8,1,1215,Unknown
6259,0.0.144.101,0,69.147.231.159,0,8,1,1226,Unknown
6260,0.0.144.101,0,71.1.231.161,0,8,1,1213,Unknown
6261,0.0.144.101,0,69.80.231.158,0,8,1,1192,Unknown
6262,0.0.144.101,0,65.100.231.150,0,8,1,1173,Unknown
6263,0.0.144.120,0,146.155.83.213,0,8,1,116,Unknown
6264,0.0.144.120,0,145.245.83.210,0,8,1,109,Unknown
6265,0.0.144.101,0,63.233.231.148,0,8,1,1215,Unknown
6266,0.0.144.101,0,69.154.231.159,0,8,1,1226,Unknown
6267,0.0.144.101,0,69.94.231.158,0,8,1,1199,Unknown
6268,0.0.144.101,0,71.8.231.161,0,8,1,1228,Unknown
6269,0.0.144.120,0,144.217.83.206,0,8,1,134,Unknown
6270,0.0.144.101,0,72.150.231.163,0,8,1,1222,Unknown
6271,0.0.144.101,0,71.15.231.161,0,8,1,1228,Unknown
6272,0.0.144.101,0,70.224.231.161,0,8,1,1223,Unknown
6273,0.0.144.120,0,146.4.83.210,0,8,1,109,Unknown
6274,0.0.144.101,0,69.101.231.158,0,8,1,1200,Unknown
6275,0.0.144.101,0,65.112.231.151,0,8,1,1199,Unknown
6276,0.0.144.101,0,69.161.231.159,0,8,1,1232,Unknown
6277,0.0.144.101,0,71.22.231.161,0,8,1,1228,Unknown
6278,0.0.144.101,0,72.157.231.163,0,8,1,1222,Unknown
6279,0.0.144.120,0,146.86.83.212,0,8,1,124,Unknown
6280,0.0.144.120,0,144.141.83.205,0,8,1,187,Unknown
6281,0.0.144.101,0,69.108.231.158,0,8,1,1200,Unknown
6282,0.0.144.101,0,65.119.231.151,0,8,1,1200,Unknown
6283,0.0.144.101,0,63.238.231.149,0,8,1,1206,Unknown
6284,0.0.19.55,0,202.254.6.0,0,8,1,36,Unknown
6285,0.0.144.101,0,72.164.231.163,0,8,1,1238,Unknown
6286,0.0.144.101,0,71.29.231.161,0,8,1,1229,Unknown
6287,0.0.144.101,0,69.168.231.159,0,8,1,1232,Unknown
6288,0.0.144.101,0,69.115.231.158,0,8,1,1236,Unknown
6289,0.0.144.120,0,144.224.83.206,0,8,1,130,Unknown
6290,0.0.144.101,0,63.245.231.149,0,8,1,1206,Unknown
6291,0.0.144.120,0,145.252.83.210,0,8,1,109,Unknown
6292,0.0.144.101,0,65.126.231.151,0,8,1,1182,Unknown
6293,0.0.144.101,0,71.36.231.161,0,8,1,1204,Unknown
6294,0.0.144.101,0,69.175.231.159,0,8,1,1232,Unknown
6295,0.0.144.101,0,65.133.231.151,0,8,1,1182,Unknown
6296,0.0.144.101,0,72.171.231.163,0,8,1,1239,Unknown
6297,0.0.144.101,0,63.252.231.149,0,8,1,1207,Unknown
6298,0.0.144.101,0,69.122.231.158,0,8,1,1236,Unknown
6299,0.0.144.101,0,70.231.231.161,0,8,1,1223,Unknown
6300,0.0.144.101,0,72.178.231.163,0,8,1,1239,Unknown
6301,0.0.144.101,0,69.182.231.159,0,8,1,1233,Unknown
6302,0.0.144.101,0,65.140.231.151,0,8,1,1203,Unknown
6303,0.0.144.101,0,64.5.231.149,0,8,1,1207,Unknown
6304,0.0.144.101,0,71.43.231.161,0,8,1,1204,Unknown
6305,0.0.144.101,0,69.129.231.158,0,8,1,1236,Unknown
6306,0.0.144.101,0,70.238.231.161,0,8,1,1212,Unknown
6307,0.0.144.101,0,72.185.231.163,0,8,1,1239,Unknown
6308,0.0.144.101,0,69.141.231.159,0,8,1,1226,Unknown
6309,0.0.144.120,0,144.231.83.206,0,8,1,109,Unknown
6310,0.0.144.120,0,144.148.83.205,0,8,1,217,Unknown
6311,0.0.144.101,0,71.50.231.161,0,8,1,1204,Unknown
6312,0.0.144.120,0,146.11.83.210,0,8,1,116,Unknown
6313,0.0.144.101,0,70.245.231.161,0,8,1,1212,Unknown
6314,0.0.144.120,0,146.162.83.213,0,8,1,122,Unknown
6315,0.0.144.101,0,69.189.231.159,0,8,1,1196,Unknown
6316,0.0.144.120,0,146.78.83.211,0,8,1,113,Unknown
6317,0.0.144.101,0,64.12.231.149,0,8,1,1212,Unknown
6318,0.0.144.120,0,146.93.83.212,0,8,1,109,Unknown
6319,0.0.144.101,0,69.148.231.159,0,8,1,1226,Unknown
6320,0.0.144.101,0,65.147.231.151,0,8,1,1203,Unknown
6321,0.0.144.101,0,72.192.231.163,0,8,1,1239,Unknown
6322,0.0.144.101,0,69.196.231.159,0,8,1,1196,Unknown
6323,0.0.144.101,0,70.252.231.161,0,8,1,1212,Unknown
6324,0.0.144.101,0,72.199.231.163,0,8,1,1236,Unknown
6325,0.0.144.101,0,71.64.231.161,0,8,1,1202,Unknown
6326,0.0.144.101,0,69.155.231.159,0,8,1,1227,Unknown
6327,0.0.144.101,0,72.206.231.163,0,8,1,1236,Unknown
6328,0.0.144.101,0,71.71.231.161,0,8,1,1202,Unknown
6329,0.0.144.101,0,69.203.231.159,0,8,1,1196,Unknown
6330,0.0.144.120,0,146.83.83.212,0,8,1,123,Unknown
6331,0.0.144.101,0,71.78.231.161,0,8,1,1203,Unknown
6332,0.0.144.101,0,65.154.231.151,0,8,1,1227,Unknown
6333,0.0.144.120,0,146.5.83.210,0,8,1,109,Unknown
6334,0.0.144.120,0,144.238.83.206,0,8,1,132,Unknown
6335,0.0.144.120,0,146.16.83.211,0,8,1,113,Unknown
6336,0.0.144.101,0,69.162.231.159,0,8,1,1232,Unknown
6337,0.0.144.101,0,71.12.231.161,0,8,1,1228,Unknown
6338,0.0.144.101,0,71.85.231.161,0,8,1,1241,Unknown
6339,0.0.144.101,0,69.169.231.159,0,8,1,1232,Unknown
6340,0.0.144.101,0,72.213.231.163,0,8,1,1236,Unknown
6341,0.0.144.101,0,65.161.231.151,0,8,1,1228,Unknown
6342,0.0.144.101,0,69.217.231.159,0,8,1,1202,Unknown
6343,0.0.144.101,0,64.19.231.149,0,8,1,1212,Unknown
6344,0.0.144.101,0,72.220.231.163,0,8,1,1236,Unknown
6345,0.0.144.101,0,71.92.231.161,0,8,1,1241,Unknown
6346,0.0.144.101,0,69.176.231.159,0,8,1,1233,Unknown
6347,0.0.144.101,0,72.227.231.163,0,8,1,1222,Unknown
6348,0.0.144.120,0,146.100.83.212,0,8,1,109,Unknown
6349,0.0.144.101,0,69.224.231.159,0,8,1,1202,Unknown
6350,0.0.144.101,0,64.26.231.149,0,8,1,1212,Unknown
6351,0.0.144.101,0,65.168.231.151,0,8,1,1204,Unknown
6352,0.0.144.101,0,69.231.231.159,0,8,1,1203,Unknown
6353,0.0.144.101,0,69.183.231.159,0,8,1,1233,Unknown
